debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number
8887127130293342,"Harto Hakim, S.H.",perempuan,"Sulawesi Tengah, 30-11-1973",50,"Jalan Setiabudhi No. 20
Batu, KT 25609",25609,10,13,Belum menikah,Pegawai Swasta,Perum Maryadi Hasanah Tbk,+62 (55) 717 7513
9092342901261082,Puti Maya Hidayanto,perempuan,"Sulawesi Tengah, 04-08-1996",27,"Gg. Veteran No. 0
Palangkaraya, BT 60687",60687,7,15,Cerai hidup,Buruh,Perum Hutapea,+62-79-742-6243
4600775265023538,Dewi Permata,laki-laki,"DI Yogyakarta, 24-06-1985",38,"Gg. Pasirkoja No. 516
Cilegon, Jawa Tengah 12260",12260,11,9,Cerai mati,Profesional,UD Mandala,+62-277-803-1294
6163595110033543,"Cut Queen Pudjiastuti, S.E.",laki-laki,"Aceh, 18-04-1982",41,"Jalan Rumah Sakit No. 573
Pangkalpinang, Sulawesi Barat 21540",21540,6,7,Belum menikah,Profesional,PD Rajasa (Persero) Tbk,+62-0038-968-9287
1079851848846290,Warta Suwarno,laki-laki,"Jawa Timur, 18-03-1980",43,"Jl. Jend. Sudirman No. 3
Palangkaraya, Bali 06051",06051,17,11,Cerai hidup,Pegawai Swasta,CV Usada Dongoran (Persero) Tbk,+62 (894) 508 3106
6979795310621857,drg. Sadina Kurniawan,perempuan,"Sulawesi Utara, 07-09-1976",47,"Jalan Kutisari Selatan No. 67
Balikpapan, KT 89139",89139,4,13,Cerai hidup,Pengusaha,CV Pratama Maheswara,+62 (34) 424 7880
4254362376420786,Tasdik Hutagalung,laki-laki,"Kalimantan Barat, 13-06-1982",41,"Jalan Setiabudhi No. 4
Bekasi, JA 46599",46599,6,11,Cerai hidup,Pegawai Swasta,CV Hutagalung (Persero) Tbk,+62 (020) 717 2563
7359604653154047,R.M. Balijan Pratiwi,perempuan,"Jawa Tengah, 09-05-1964",59,"Gang Ronggowarsito No. 0
Tanjungpinang, Maluku 20721",20721,19,17,Belum menikah,Pengusaha,CV Kusmawati Wijayanti (Persero) Tbk,+62-0603-669-3419
3738975194771358,Damar Nashiruddin,laki-laki,"Sulawesi Selatan, 04-06-1969",54,"Gg. Astana Anyar No. 539
Lhokseumawe, Jawa Tengah 91484",91484,4,10,Cerai hidup,Pegawai Swasta,PT Prasetya,+62-14-953-6688
7443071807445581,Hj. Salimah Waluyo,perempuan,"Kalimantan Utara, 26-09-1991",32,"Jalan Asia Afrika No. 881
Ternate, Gorontalo 49253",49253,9,4,Menikah,Pegawai Swasta,PD Gunawan (Persero) Tbk,+62 (412) 087-3267
3698283446169773,Dartono Mayasari,laki-laki,"Sulawesi Barat, 25-03-1997",26,"Jalan Monginsidi No. 9
Sibolga, Banten 31391",31391,12,14,Cerai mati,Buruh,UD Nurdiyanti Tbk,+62-782-054-8714
6050225051435675,Alika Simbolon,laki-laki,"Banten, 16-05-1970",53,"Gang Pasteur No. 190
Kotamobagu, KU 46630",46630,7,4,Cerai mati,Pengusaha,PD Najmudin (Persero) Tbk,+62-010-081-2136
1028278543114572,"Narji Oktaviani, S.T.",perempuan,"Sumatera Selatan, 15-12-1970",53,"Jl. Jakarta No. 7
Lhokseumawe, KT 18439",18439,14,10,Cerai mati,Buruh,UD Mansur Aryani (Persero) Tbk,+62 (905) 658 9883
4537667364085693,Garda Mardhiyah,perempuan,"Maluku Utara, 10-09-1972",51,"Gang Pasirkoja No. 10
Subulussalam, JT 81368",81368,16,17,Belum menikah,Buruh,PD Gunarto Marpaung (Persero) Tbk,+62 (79) 959-9951
5967840699465571,Siti Agustina,perempuan,"Sumatera Selatan, 17-02-1965",58,"Gg. Moch. Ramdan No. 28
Bengkulu, KT 65955",65955,3,8,Cerai mati,Buruh,PD Zulaika (Persero) Tbk,+62 (0917) 702-0131
7583576924565092,Eman Riyanti,perempuan,"Jambi, 14-06-1977",46,"Gang Suniaraja No. 201
Padang Sidempuan, BT 26002",26002,18,20,Menikah,Pegawai Negeri,PT Jailani,+62 (0991) 864 5495
6576850635487295,"R. Nalar Suryono, S.E.",laki-laki,"Bali, 04-05-1967",56,"Gang Jend. Sudirman No. 9
Balikpapan, Kalimantan Tengah 68236",68236,19,14,Menikah,Pegawai Swasta,UD Hutapea Oktaviani,+62 (0849) 359 2340
2682130423506665,"Tgk. Jamalia Purnawati, S.Ked",perempuan,"Sumatera Barat, 02-09-1983",40,"Gang Pasteur No. 025
Banjarbaru, DI Yogyakarta 98687",98687,4,20,Cerai hidup,Profesional,CV Santoso,+62 (076) 766-6338
7027924722213381,Azalea Agustina,perempuan,"Bali, 21-02-1977",46,"Gang Rungkut Industri No. 92
Gorontalo, Bali 11080",11080,16,20,Cerai hidup,Pegawai Negeri,UD Wahyudin Permadi Tbk,+62 (250) 755-7172
8584516987784445,Yahya Pradana,laki-laki,"Bengkulu, 05-03-1997",26,"Gang Bangka Raya No. 72
Bandung, Jawa Barat 82642",82642,18,11,Cerai hidup,Profesional,PD Puspasari Susanti Tbk,+62 (381) 420-2335
8311017875908236,Empluk Hartati,perempuan,"Kalimantan Tengah, 14-08-1970",53,"Gang H.J Maemunah No. 71
Pontianak, Lampung 60304",60304,10,16,Cerai mati,Pengusaha,UD Yulianti,+62 (009) 380-4697
4093169693443730,Harjo Puspasari,laki-laki,"Riau, 03-12-1986",37,"Gg. Cihampelas No. 6
Magelang, Nusa Tenggara Barat 77472",77472,14,6,Cerai mati,Pegawai Negeri,PD Mustofa,+62 (847) 725-1603
1862338551885353,Gamani Nasyiah,perempuan,"Kalimantan Tengah, 04-08-1976",47,"Gg. Ronggowarsito No. 898
Gorontalo, SN 93584",93584,18,3,Cerai hidup,Pegawai Negeri,PD Tamba Novitasari,+62 (11) 664-6975
3584138677742360,Cornelia Irawan,laki-laki,"Maluku, 13-05-1993",30,"Jalan W.R. Supratman No. 877
Palopo, SG 48391",48391,10,4,Cerai hidup,Pegawai Negeri,PT Uyainah Oktaviani (Persero) Tbk,+62 (078) 622 0815
6488445896157231,Cinta Waluyo,perempuan,"Kalimantan Barat, 10-06-1972",51,"Gang Soekarno Hatta No. 112
Tegal, Kalimantan Tengah 23627",23627,9,17,Menikah,Profesional,UD Novitasari Tbk,+62 (643) 744-5877
6586801529569141,"Mahdi Sihotang, S.E.I",perempuan,"Kalimantan Barat, 02-11-1996",27,"Gang Cikapayang No. 008
Semarang, Kepulauan Bangka Belitung 26368",26368,3,7,Menikah,Pegawai Swasta,Perum Tampubolon Iswahyudi (Persero) Tbk,+62 (34) 072-2826
8405639857852089,Dr. Ganep Prayoga,laki-laki,"Papua, 25-11-1985",38,"Jalan Ronggowarsito No. 0
Bogor, Bengkulu 27803",27803,3,7,Belum menikah,Buruh,PT Siregar Pradana,+62 (129) 375 7774
4175691197623942,"Laras Yuniar, M.Pd",perempuan,"Lampung, 01-02-1988",35,"Gang Moch. Toha No. 819
Gorontalo, SN 58910",58910,17,15,Cerai mati,Pegawai Swasta,UD Hardiansyah Iswahyudi,+62-975-757-4561
3150481157755937,"Samiah Yuliarti, S.Kom",laki-laki,"Papua, 01-09-1990",33,"Jl. Moch. Ramdan No. 321
Jambi, Kepulauan Riau 18081",18081,19,10,Cerai hidup,Pegawai Negeri,CV Pratiwi,+62 (73) 934-3390
6708863449128989,"Hesti Safitri, S.Psi",laki-laki,"Bengkulu, 24-10-1977",46,"Jl. Ir. H. Djuanda No. 0
Salatiga, Kalimantan Barat 15826",15826,11,13,Belum menikah,Pengusaha,CV Napitupulu Napitupulu,+62 (81) 582 1550
3193964307734126,Wardaya Aryani,perempuan,"Jawa Timur, 05-01-1977",46,"Jalan K.H. Wahid Hasyim No. 551
Serang, Banten 90069",90069,3,1,Cerai mati,Pegawai Negeri,PD Nashiruddin Agustina Tbk,+62-767-713-1083
8256920481992320,"dr. Kadir Handayani, M.Farm",laki-laki,"DI Yogyakarta, 22-06-1994",29,"Jalan Sentot Alibasa No. 0
Mataram, Nusa Tenggara Barat 90541",90541,8,6,Menikah,Pegawai Negeri,CV Mangunsong Napitupulu (Persero) Tbk,+62 (77) 536 8190
4530549042071848,Kayla Hutapea,laki-laki,"Banten, 20-12-1965",58,"Gang Dipenogoro No. 625
Bekasi, Jawa Tengah 34974",34974,16,1,Belum menikah,Pengusaha,CV Wijayanti Riyanti,+62 (74) 562-8238
5022798045662126,"Unjani Pradipta, S.I.Kom",laki-laki,"Papua Barat, 03-09-1969",54,"Jl. Rajawali Timur No. 69
Gorontalo, Jawa Tengah 69149",69149,11,14,Cerai hidup,Buruh,Perum Sihotang,+62-268-156-5359
1679138360886719,"Nasim Pradipta, S.Psi",perempuan,"Maluku Utara, 04-06-1993",30,"Gg. Antapani Lama No. 2
Padang Sidempuan, Jawa Tengah 76170",76170,12,12,Belum menikah,Pengusaha,UD Handayani Maulana,+62 (0526) 129 3278
3970056297846008,"Puti Nilam Hidayat, S.Sos",perempuan,"Kalimantan Timur, 21-09-1986",37,"Gg. Erlangga No. 1
Medan, BT 72456",72456,15,10,Cerai hidup,Pegawai Swasta,Perum Prayoga Hariyah,+62 (076) 461 9112
2576765985783329,Rahmi Narpati,perempuan,"Sumatera Barat, 05-03-1984",39,"Gang Rungkut Industri No. 6
Tangerang Selatan, SG 72430",72430,15,14,Menikah,Pengusaha,Perum Permata,+62-0754-572-4090
2721722254459763,Damu Aryani,laki-laki,"Maluku, 02-05-1982",41,"Gang HOS. Cokroaminoto No. 940
Manado, SR 45896",45896,14,19,Cerai hidup,Pegawai Swasta,PT Pratama (Persero) Tbk,+62 (28) 668 4773
3453224819767296,Kayun Simanjuntak,perempuan,"Gorontalo, 29-09-1982",41,"Jalan Jakarta No. 325
Purwokerto, MU 41699",41699,17,13,Menikah,Profesional,CV Andriani Tbk,+62 (002) 542-9154
5065271708229964,Vinsen Uyainah,laki-laki,"Jawa Timur, 16-08-1990",33,"Gg. Gardujati No. 10
Cimahi, Maluku 82472",82472,11,20,Menikah,Pengusaha,PD Rajata Waluyo (Persero) Tbk,+62 (027) 913-7510
1257895461479428,Makuta Sudiati,perempuan,"Lampung, 03-07-1989",34,"Gang Rajawali Barat No. 6
Balikpapan, BB 86920",86920,4,16,Menikah,Profesional,PT Laksmiwati,+62 (0621) 047-9126
4206919279152660,"KH. Estiawan Susanti, M.Ak",laki-laki,"Sulawesi Tenggara, 05-06-1982",41,"Gg. Kebonjati No. 3
Cilegon, Bali 69804",69804,20,16,Cerai mati,Pegawai Negeri,UD Gunawan Prasetyo,+62-0709-338-2300
7984601506934522,Mala Mandala,perempuan,"Kepulauan Bangka Belitung, 06-12-1964",59,"Jl. Tubagus Ismail No. 9
Kota Administrasi Jakarta Barat, SS 44216",44216,10,19,Cerai hidup,Buruh,CV Laksita,+62 (0870) 409-8677
6679647182536811,Karsa Zulaika,laki-laki,"Maluku Utara, 16-02-1999",24,"Gang Sadang Serang No. 645
Tangerang Selatan, Banten 09578",09578,15,18,Menikah,Buruh,CV Jailani Tbk,+62-00-369-5091
1081074617999271,Yunita Puspita,laki-laki,"Sumatera Barat, 27-07-1976",47,"Jalan Antapani Lama No. 67
Magelang, Sumatera Barat 13985",13985,6,14,Cerai mati,Profesional,PD Hasanah Lestari (Persero) Tbk,+62-0747-662-1263
1645722924873878,"Tgk. Jagaraga Nashiruddin, M.TI.",perempuan,"Sulawesi Selatan, 16-03-1999",24,"Gang Lembong No. 714
Tebingtinggi, Kepulauan Bangka Belitung 91772",91772,17,5,Cerai mati,Profesional,Perum Susanti Aryani (Persero) Tbk,+62 (0795) 350 2554
9102588529487518,Surya Kuswoyo,laki-laki,"Sulawesi Tengah, 13-01-1991",32,"Gang Joyoboyo No. 735
Banda Aceh, Kalimantan Barat 74515",74515,18,2,Menikah,Pegawai Negeri,PD Manullang,+62-038-175-5683
5621926631128039,"R. Nasim Haryanto, S.Pt",perempuan,"Kalimantan Timur, 18-11-1997",26,"Gg. R.E Martadinata No. 3
Bogor, Jambi 34725",34725,10,7,Cerai hidup,Buruh,UD Wulandari Mandasari (Persero) Tbk,+62-56-514-0379
1130532329371955,"dr. Dinda Handayani, M.Pd",laki-laki,"Lampung, 01-03-1990",33,"Jalan Sentot Alibasa No. 5
Parepare, Sulawesi Utara 06189",06189,14,8,Menikah,Profesional,PT Laksita Simanjuntak,+62-31-017-7822
4021703166695672,R.M. Lanang Riyanti,laki-laki,"Kalimantan Selatan, 11-04-1961",62,"Jl. Kendalsari No. 394
Metro, Kalimantan Utara 35371",35371,16,18,Cerai mati,Profesional,PD Pangestu Tbk,+62 (092) 799 4279
8598184051181114,Mutia Habibi,perempuan,"Kalimantan Barat, 04-05-1964",59,"Jalan Rajiman No. 67
Prabumulih, GO 23391",23391,8,3,Menikah,Pengusaha,PT Gunawan Puspita,+62 (0920) 182 8957
1890947706587113,Dr. Safina Dongoran,laki-laki,"Jawa Tengah, 22-09-1963",60,"Gg. Indragiri No. 8
Banjar, SN 19844",19844,5,13,Cerai hidup,Buruh,CV Hastuti (Persero) Tbk,+62-0234-400-1387
3665988261543564,Winda Saputra,laki-laki,"Sumatera Selatan, 05-12-1984",39,"Jalan Siliwangi No. 605
Pekanbaru, NB 12071",12071,11,7,Belum menikah,Pegawai Negeri,UD Marpaung,+62 (17) 264 4042
4687501745170844,Raisa Purwanti,laki-laki,"Kalimantan Timur, 04-01-1987",36,"Jalan Rumah Sakit No. 300
Subulussalam, KS 90180",90180,7,9,Menikah,Pengusaha,PD Rahayu Pratama Tbk,+62 (826) 321-5759
1384040045157304,Cecep Yulianti,perempuan,"Jawa Tengah, 25-04-1993",30,"Gang BKR No. 630
Tasikmalaya, Papua Barat 52440",52440,16,19,Belum menikah,Buruh,Perum Winarno,+62 (946) 211-0680
8974332962805705,Puspa Lestari,perempuan,"Jambi, 09-09-1999",24,"Jalan M.H Thamrin No. 513
Tidore Kepulauan, Sumatera Utara 25512",25512,8,3,Belum menikah,Profesional,CV Lailasari Kuswandari (Persero) Tbk,+62-003-432-1881
3859944520597697,Ulva Budiyanto,perempuan,"Nusa Tenggara Barat, 03-01-1995",28,"Gg. Dipatiukur No. 82
Tarakan, Maluku 39017",39017,19,15,Cerai hidup,Profesional,CV Natsir,+62 (80) 479 4010
8740793894204471,drg. Puput Pangestu,perempuan,"Sulawesi Tengah, 13-11-1990",33,"Jl. M.H Thamrin No. 129
Depok, BA 83400",83400,5,10,Cerai mati,Profesional,PD Mangunsong,+62-563-875-0396
3883960059675800,Anastasia Tampubolon,laki-laki,"Jawa Barat, 14-05-1963",60,"Gang Kutisari Selatan No. 244
Tebingtinggi, NB 10790",10790,2,16,Cerai mati,Profesional,Perum Maryati Mangunsong,+62 (0058) 722 7823
1677179794151347,Betania Manullang,perempuan,"Papua, 23-02-1989",34,"Jl. Suryakencana No. 4
Pagaralam, BT 16584",16584,3,3,Cerai mati,Pegawai Negeri,PT Mayasari Budiman,+62 (003) 219-4462
4368000282467101,"Amelia Permadi, S.Pd",perempuan,"Aceh, 23-08-1998",25,"Jalan Joyoboyo No. 7
Dumai, NB 55519",55519,9,11,Menikah,Pegawai Negeri,UD Manullang Saefullah,+62 (07) 566 7923
8492580444479676,Ajimin Mulyani,perempuan,"Jawa Tengah, 14-07-1961",62,"Jalan Suniaraja No. 9
Bengkulu, Nusa Tenggara Timur 22732",22732,14,7,Cerai mati,Profesional,UD Kurniawan Firgantoro Tbk,+62 (0741) 993 0457
4023181646795827,"Drs. Azalea Wibowo, M.Farm",laki-laki,"Sulawesi Utara, 18-09-1981",42,"Jl. Abdul Muis No. 057
Bandung, SU 31599",31599,12,17,Cerai mati,Buruh,PD Hidayanto Irawan,+62 (059) 618 2574
2894928668602954,Saadat Budiyanto,laki-laki,"Bali, 09-06-1977",46,"Jalan Soekarno Hatta No. 57
Sabang, DI Yogyakarta 78655",78655,9,12,Cerai mati,Pegawai Swasta,PD Laksmiwati Adriansyah Tbk,+62 (0024) 565 2996
6245986903441130,KH. Lukita Nainggolan,perempuan,"Kalimantan Utara, 14-04-1989",34,"Gang Jakarta No. 20
Bontang, Jawa Timur 45775",45775,12,8,Menikah,Buruh,PT Lestari Siregar,+62 (341) 138-9304
1405866816718868,"Kartika Prabowo, S.Psi",perempuan,"Kalimantan Selatan, 12-07-1987",36,"Gg. Jend. A. Yani No. 171
Banjarmasin, PB 49762",49762,4,3,Belum menikah,Pegawai Negeri,UD Budiyanto,+62 (007) 170 4357
6215509289217082,Agnes Wasita,laki-laki,"Jawa Barat, 14-11-1989",34,"Gang Jend. A. Yani No. 92
Bandar Lampung, Jawa Barat 56622",56622,7,17,Belum menikah,Buruh,CV Mandala (Persero) Tbk,+62 (80) 070 9986
9653644963415036,"Tgk. Jumari Siregar, M.Farm",laki-laki,"Sulawesi Utara, 05-02-1960",63,"Jalan Pasteur No. 704
Bontang, YO 36710",36710,4,4,Cerai hidup,Buruh,Perum Iswahyudi,+62-0784-620-1927
7928591052636660,Dt. Eluh Saputra,perempuan,"Kalimantan Barat, 25-11-1963",60,"Gang Lembong No. 724
Surakarta, Kepulauan Riau 22763",22763,7,15,Cerai mati,Pegawai Negeri,PT Samosir Prasasta,+62-0122-572-1637
1845655495567643,T. Kardi Sitorus,laki-laki,"Kalimantan Utara, 11-09-1983",40,"Gg. Asia Afrika No. 3
Makassar, Sumatera Barat 65788",65788,18,7,Menikah,Buruh,UD Saefullah,+62 (0502) 366 0203
6974941586828927,"R. Zulaikha Firmansyah, M.Pd",laki-laki,"Jawa Timur, 05-02-1978",45,"Gg. Ahmad Dahlan No. 404
Banjar, Sumatera Selatan 16592",16592,10,6,Belum menikah,Pengusaha,PT Maryati Simbolon,+62 (0695) 929 2540
4157777923808866,"Ciaobella Kuswoyo, S.IP",perempuan,"Kalimantan Barat, 21-10-1999",24,"Jalan Yos Sudarso No. 7
Tanjungbalai, LA 70856",70856,15,1,Menikah,Pegawai Swasta,UD Safitri Tbk,+62 (534) 992-9078
7452809766743775,Dinda Prasasta,perempuan,"Aceh, 05-09-1998",25,"Gang Yos Sudarso No. 6
Tanjungbalai, SR 31637",31637,7,1,Menikah,Profesional,Perum Narpati (Persero) Tbk,+62-0526-754-2450
3961388861895411,Sabri Mangunsong,perempuan,"Lampung, 26-06-1972",51,"Gang Yos Sudarso No. 751
Semarang, JB 64468",64468,6,15,Menikah,Pengusaha,PT Puspita (Persero) Tbk,+62 (52) 145 4395
3980180139167145,"Amalia Nashiruddin, M.Farm",laki-laki,"Gorontalo, 09-12-1988",35,"Gang Wonoayu No. 5
Palu, LA 31470",31470,1,7,Cerai mati,Buruh,UD Susanti Hastuti (Persero) Tbk,+62 (0841) 337 2579
5301789847583993,Yunita Prastuti,laki-laki,"Maluku Utara, 17-10-1969",54,"Jalan Gedebage Selatan No. 16
Padang Sidempuan, Kalimantan Selatan 61989",61989,17,1,Menikah,Pengusaha,PD Saputra Yuniar Tbk,+62 (0515) 346 7175
7855884954319018,Kiandra Prasetya,perempuan,"Bengkulu, 07-06-1975",48,"Jalan Tubagus Ismail No. 45
Padangpanjang, SU 22396",22396,7,3,Menikah,Profesional,UD Hassanah Mansur Tbk,+62-035-186-2469
4395116990893695,"Tgk. Emong Pudjiastuti, M.Pd",laki-laki,"Sumatera Barat, 24-03-1994",29,"Gg. Abdul Muis No. 60
Bau-Bau, Jambi 41935",41935,1,9,Menikah,Buruh,PD Pratiwi Padmasari,+62-574-160-4074
7887014919246090,Titin Sihombing,laki-laki,"Sumatera Barat, 12-07-1980",43,"Jl. Stasiun Wonokromo No. 262
Malang, KT 91783",91783,8,13,Cerai hidup,Buruh,PT Budiyanto (Persero) Tbk,+62 (10) 326-0714
2358082935290305,Kanda Pratiwi,perempuan,"Kepulauan Bangka Belitung, 10-10-1960",63,"Jalan Ciumbuleuit No. 32
Bitung, Nusa Tenggara Timur 62896",62896,8,5,Menikah,Profesional,CV Wijaya Nugroho (Persero) Tbk,+62 (0781) 130 3269
2478259987158734,Raden Utami,perempuan,"Kepulauan Bangka Belitung, 15-07-1985",38,"Gang Otto Iskandardinata No. 7
Mataram, Aceh 91327",91327,3,3,Cerai hidup,Buruh,Perum Rahayu,+62 (26) 423-1788
1222519218176264,Dalima Wijaya,perempuan,"Jawa Barat, 25-09-1961",62,"Gg. S. Parman No. 87
Surakarta, SS 67409",67409,2,20,Cerai mati,Buruh,Perum Pradipta Wulandari,+62 (393) 001 9540
8693687700329277,Lurhur Nainggolan,laki-laki,"Lampung, 02-03-1992",31,"Jl. Asia Afrika No. 2
Bau-Bau, BE 91850",91850,6,7,Cerai hidup,Profesional,Perum Wacana (Persero) Tbk,+62-303-412-7459
8174125370925291,Ajiono Lailasari,perempuan,"Bengkulu, 16-02-1980",43,"Jl. Jend. A. Yani No. 4
Palu, Bali 75678",75678,3,15,Menikah,Buruh,PT Firgantoro Sirait (Persero) Tbk,+62 (003) 685-1381
6180204802495116,Iriana Anggraini,laki-laki,"Sumatera Selatan, 03-10-1984",39,"Jl. Gedebage Selatan No. 64
Medan, YO 30805",30805,20,13,Cerai mati,Pegawai Negeri,PD Waskita Sihombing,+62-0171-804-0787
4032220574225826,"Tgk. Puti Suryono, M.Farm",laki-laki,"Sulawesi Barat, 23-11-1997",26,"Gang Bangka Raya No. 41
Sawahlunto, KB 20136",20136,2,6,Belum menikah,Pengusaha,Perum Gunarto,+62 (096) 619 4662
4997356012221974,"Zulaikha Palastri, S.IP",laki-laki,"Kalimantan Tengah, 16-06-1962",61,"Gang Yos Sudarso No. 72
Bekasi, Sumatera Utara 54096",54096,15,16,Cerai mati,Pegawai Negeri,PD Namaga Mardhiyah,+62 (42) 642-2877
5629465946651929,Hani Winarsih,laki-laki,"Jawa Tengah, 19-01-1990",33,"Gang BKR No. 59
Langsa, PB 91323",91323,4,2,Cerai hidup,Pegawai Negeri,CV Pudjiastuti,+62 (048) 237 5153
8530689977179487,"Almira Haryanti, S.IP",laki-laki,"Kalimantan Tengah, 10-12-1996",27,"Jalan Astana Anyar No. 6
Sibolga, Bengkulu 71340",71340,18,3,Cerai mati,Pegawai Negeri,CV Nainggolan Tbk,+62-0282-851-5489
2885970561350135,Febi Halimah,laki-laki,"Sulawesi Utara, 16-09-1991",32,"Gg. Raya Setiabudhi No. 3
Tegal, Papua Barat 23929",23929,11,15,Menikah,Pegawai Negeri,PD Sudiati Salahudin,+62 (0393) 969-7091
4170054236528353,Dr. Janet Sihombing,laki-laki,"Kalimantan Barat, 29-10-1972",51,"Jalan Waringin No. 4
Probolinggo, Maluku 89247",89247,19,4,Menikah,Buruh,Perum Adriansyah Tbk,+62 (064) 300-1234
9466602986544082,"Lega Yuniar, M.Pd",perempuan,"Bengkulu, 07-03-1992",31,"Jalan Cikutra Barat No. 89
Yogyakarta, Papua Barat 60742",60742,10,5,Belum menikah,Pegawai Swasta,CV Pratiwi (Persero) Tbk,+62 (073) 772-4247
9127502413832659,"Irma Rajata, S.IP",perempuan,"Sulawesi Barat, 28-10-1979",44,"Gg. R.E Martadinata No. 048
Cirebon, KT 15141",15141,4,20,Cerai hidup,Pegawai Swasta,PT Nashiruddin (Persero) Tbk,+62 (31) 343 7874
2005686480035024,Candra Suartini,perempuan,"DKI Jakarta, 28-09-1998",25,"Gang Raya Setiabudhi No. 901
Kotamobagu, KB 15785",15785,12,19,Cerai hidup,Pegawai Swasta,PT Sihotang Nurdiyanti (Persero) Tbk,+62 (11) 248 3527
9741858881886732,Hasna Hutagalung,laki-laki,"Jawa Barat, 18-01-1974",49,"Gang PHH. Mustofa No. 94
Pasuruan, KT 10357",10357,1,3,Cerai mati,Pegawai Swasta,PD Rajasa Tbk,+62 (047) 551 2298
3709713561168494,"Farhunnisa Laksmiwati, M.TI.",laki-laki,"Sulawesi Utara, 02-04-1979",44,"Gang Sadang Serang No. 3
Semarang, SU 53657",53657,6,8,Cerai hidup,Profesional,PT Mustofa Mardhiyah,+62-570-531-0937
1222797623124928,Fitria Fujiati,perempuan,"Kalimantan Utara, 19-06-1973",50,"Jalan Surapati No. 834
Palangkaraya, AC 15570",15570,10,3,Cerai mati,Pegawai Negeri,PT Iswahyudi Manullang,+62 (179) 472 8937
6878188191623171,"dr. Cemani Mahendra, S.Pd",laki-laki,"Jawa Tengah, 21-02-1967",56,"Gang Ahmad Yani No. 9
Tanjungpinang, Sulawesi Tenggara 72633",72633,4,17,Cerai mati,Pengusaha,UD Wibowo Sihombing (Persero) Tbk,+62 (27) 901-2876
1259451234484758,"Putu Kuswandari, S.E.",laki-laki,"Sulawesi Tenggara, 21-03-1975",48,"Jalan Medokan Ayu No. 9
Banjarbaru, NT 01006",01006,17,8,Cerai mati,Buruh,PT Mandasari,+62 (440) 354-0387
5276533934551754,Jefri Hariyah,laki-laki,"Kalimantan Tengah, 15-12-1982",41,"Jalan S. Parman No. 64
Batam, YO 17866",17866,18,16,Belum menikah,Pegawai Negeri,CV Lestari Hidayat,+62-0212-455-6307
1700019428048859,Elisa Adriansyah,perempuan,"Kepulauan Riau, 14-09-1966",57,"Jl. Wonoayu No. 38
Batu, MA 68895",68895,8,3,Belum menikah,Pengusaha,PT Wijaya Nababan (Persero) Tbk,+62 (772) 683-4446
2803387687489607,Melinda Pratama,laki-laki,"DI Yogyakarta, 28-03-1962",61,"Gg. Kebonjati No. 774
Binjai, KB 48611",48611,9,1,Cerai hidup,Profesional,UD Nuraini Irawan,+62 (013) 156-4268
5186563656879506,"Hj. Uli Marbun, S.H.",laki-laki,"Riau, 20-06-1964",59,"Gg. Veteran No. 74
Lhokseumawe, KT 38231",38231,5,19,Menikah,Pegawai Swasta,PT Siregar Napitupulu (Persero) Tbk,+62 (051) 547 1214
7912840166632397,"Yuliana Wijaya, S.H.",perempuan,"Papua Barat, 15-02-1992",31,"Gg. Jamika No. 4
Pariaman, Gorontalo 50333",50333,3,3,Menikah,Pegawai Negeri,CV Kusmawati,+62 (025) 300 1969
6194456745309782,R. Jelita Maryati,perempuan,"Sumatera Selatan, 28-11-1993",30,"Gg. Astana Anyar No. 8
Balikpapan, Sumatera Barat 20359",20359,8,14,Menikah,Buruh,UD Anggriawan,+62 (17) 780-3397
6966268706085880,"KH. Ibrahim Riyanti, S.IP",perempuan,"DI Yogyakarta, 13-03-1984",39,"Jl. Erlangga No. 85
Banjar, JI 51419",51419,5,9,Belum menikah,Pegawai Negeri,UD Pradipta (Persero) Tbk,+62 (052) 386 3000
7795672639410247,Dr. Eja Hardiansyah,perempuan,"Jawa Barat, 16-10-1994",29,"Jl. Bangka Raya No. 0
Kota Administrasi Jakarta Barat, Aceh 57145",57145,10,2,Menikah,Pegawai Swasta,PT Kuswandari Najmudin,+62-564-418-8102
6552995880705123,Bagas Kuswandari,laki-laki,"Papua Barat, 22-08-1969",54,"Gang Jend. A. Yani No. 34
Kota Administrasi Jakarta Utara, SS 94768",94768,5,3,Menikah,Buruh,PT Susanti,+62-0630-494-5651
5285085319922320,Tgk. Hana Suryono,laki-laki,"Riau, 16-11-1981",42,"Gang Kutisari Selatan No. 202
Denpasar, SG 09590",09590,11,8,Belum menikah,Pegawai Swasta,PT Lailasari Tbk,+62 (054) 114 8529
4662390812346207,Raina Hidayanto,perempuan,"Jawa Barat, 25-10-1980",43,"Jl. Tubagus Ismail No. 69
Prabumulih, Maluku Utara 00503",00503,4,10,Menikah,Buruh,CV Samosir (Persero) Tbk,+62 (82) 807-6816
5507367179872309,Ratih Anggriawan,perempuan,"Papua Barat, 04-09-1966",57,"Jl. Ciumbuleuit No. 9
Magelang, SU 03378",03378,1,4,Belum menikah,Pegawai Negeri,CV Hartati Narpati,+62 (574) 392-3049
